id;processo;0
1477;0001147-49.2014.5.19.0056;"Multa de 40% do FGTS"
1478;0001147-49.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1479;0001147-49.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1480;0001147-49.2014.5.19.0056;"Férias Proporcionais"
1481;0001147-49.2014.5.19.0056;"Saldo de Salário"
1482;0001147-49.2014.5.19.0056;FGTS
1483;0001147-49.2014.5.19.0056;"Verbas Rescisórias"
1484;0001148-34.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1485;0001148-34.2014.5.19.0056;"Aviso Prévio"
1486;0001148-34.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1487;0001148-34.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1488;0001148-34.2014.5.19.0056;"Férias Proporcionais"
1489;0001148-34.2014.5.19.0056;"Saldo de Salário"
1490;0001148-34.2014.5.19.0056;"Verbas Rescisórias"
1491;0001118-96.2014.5.19.0056;"Aviso Prévio"
1492;0001118-96.2014.5.19.0056;"Depósito / Diferença de Recolhimento"
1493;0001116-29.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1494;0001116-29.2014.5.19.0056;"Aviso Prévio"
1495;0001116-29.2014.5.19.0056;"Multa de 40% do FGTS"
1496;0001116-29.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1497;0001116-29.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1498;0001116-29.2014.5.19.0056;"Férias Proporcionais"
1499;0001116-29.2014.5.19.0056;"Verbas Rescisórias"
1500;0001116-29.2014.5.19.0056;"Indenização Adicional"
1501;0001109-37.2014.5.19.0056;"Aviso Prévio"
1502;0001249-41.2014.5.19.0260;"Multa do Artigo 477 da CLT"
1503;0001249-41.2014.5.19.0260;"Adicional de Insalubridade"
1504;0001249-41.2014.5.19.0260;"Aviso Prévio"
1505;0001249-41.2014.5.19.0260;"Multa de 40% do FGTS"
1506;0001249-41.2014.5.19.0260;"Multa do Artigo 467 da CLT"
1507;0001249-41.2014.5.19.0260;"Décimo Terceiro Salário Proporcional"
1508;0001249-41.2014.5.19.0260;"Férias Proporcionais"
1509;0001249-41.2014.5.19.0260;"Verbas Rescisórias"
1510;0001096-38.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1511;0001096-38.2014.5.19.0056;"Adicional de Hora Extra"
1512;0001096-38.2014.5.19.0056;"Aviso Prévio"
1513;0001096-38.2014.5.19.0056;"Multa de 40% do FGTS"
1514;0001096-38.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1515;0001096-38.2014.5.19.0056;"Liberação / Entrega das Guias"
1516;0001096-38.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1517;0001096-38.2014.5.19.0056;"Férias Proporcionais"
1518;0001096-38.2014.5.19.0056;FGTS
1519;0001096-38.2014.5.19.0056;"Horas Extras"
1520;0001096-38.2014.5.19.0056;"Anotação / Baixa / Retificação"
1521;0001096-38.2014.5.19.0056;"Adicional Noturno"
1522;0001096-38.2014.5.19.0056;"Vale Transporte"
1523;0001096-38.2014.5.19.0056;Indenização
1524;0001242-49.2014.5.19.0260;"Multa do Artigo 477 da CLT"
1525;0001242-49.2014.5.19.0260;"Adicional de Insalubridade"
1526;0001242-49.2014.5.19.0260;"Multa de 40% do FGTS"
1527;0001242-49.2014.5.19.0260;"Multa do Artigo 467 da CLT"
1528;0001242-49.2014.5.19.0260;"Verbas Rescisórias"
1529;0001084-24.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1530;0001084-24.2014.5.19.0056;"Aviso Prévio"
1531;0001084-24.2014.5.19.0056;"Multa de 40% do FGTS"
1532;0001084-24.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1533;0001084-24.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1534;0001084-24.2014.5.19.0056;"Férias Proporcionais"
1535;0001084-24.2014.5.19.0056;"Saldo de Salário"
1536;0001084-24.2014.5.19.0056;"Verbas Rescisórias"
1537;0001273-90.2014.5.19.0059;"Indenização por Dano Moral"
1538;0001273-90.2014.5.19.0059;"Multa do Artigo 477 da CLT"
1539;0001273-90.2014.5.19.0059;"Aviso Prévio"
1540;0001273-90.2014.5.19.0059;"Multa de 40% do FGTS"
1541;0001273-90.2014.5.19.0059;"Multa do Artigo 467 da CLT"
1542;0001273-90.2014.5.19.0059;"Décimo Terceiro Salário Proporcional"
1543;0001273-90.2014.5.19.0059;"Férias Proporcionais"
1544;0001273-90.2014.5.19.0059;"Saldo de Salário"
1545;0001273-90.2014.5.19.0059;FGTS
1546;0001273-90.2014.5.19.0059;"Horas Extras"
1547;0001273-90.2014.5.19.0059;"Anotação / Baixa / Retificação"
1548;0001273-90.2014.5.19.0059;Reflexos
1549;0001273-90.2014.5.19.0059;"Repouso Semanal Remunerado e Feriado"
1550;0001273-90.2014.5.19.0059;"Adicional de Horas Extras"
1551;0001273-90.2014.5.19.0059;"Indenização / Dobra / Terço Constitucional"
1552;0001274-75.2014.5.19.0059;"Indenização por Dano Moral"
1553;0001274-75.2014.5.19.0059;"Multa do Artigo 477 da CLT"
1554;0001274-75.2014.5.19.0059;"Aviso Prévio"
1555;0001274-75.2014.5.19.0059;"Multa de 40% do FGTS"
1556;0001274-75.2014.5.19.0059;"Multa do Artigo 467 da CLT"
1557;0001274-75.2014.5.19.0059;"Décimo Terceiro Salário Proporcional"
1558;0001274-75.2014.5.19.0059;"Férias Proporcionais"
1559;0001274-75.2014.5.19.0059;"Saldo de Salário"
1560;0001274-75.2014.5.19.0059;FGTS
1561;0001274-75.2014.5.19.0059;"Horas Extras"
1562;0001274-75.2014.5.19.0059;"Anotação / Baixa / Retificação"
1563;0001274-75.2014.5.19.0059;Reflexos
1564;0001274-75.2014.5.19.0059;"Repouso Semanal Remunerado e Feriado"
1565;0001274-75.2014.5.19.0059;"Adicional de Horas Extras"
1566;0001274-75.2014.5.19.0059;"Indenização / Dobra / Terço Constitucional"
1567;0001269-53.2014.5.19.0059;"Indenização por Dano Moral"
1568;0001269-53.2014.5.19.0059;"Multa do Artigo 477 da CLT"
1569;0001269-53.2014.5.19.0059;"Aviso Prévio"
1570;0001269-53.2014.5.19.0059;"Multa de 40% do FGTS"
1571;0001269-53.2014.5.19.0059;"Multa do Artigo 467 da CLT"
1572;0001269-53.2014.5.19.0059;"Décimo Terceiro Salário Proporcional"
1573;0001269-53.2014.5.19.0059;"Férias Proporcionais"
1574;0001269-53.2014.5.19.0059;FGTS
1575;0001269-53.2014.5.19.0059;"Horas Extras"
1576;0001269-53.2014.5.19.0059;"Anotação / Baixa / Retificação"
1577;0001269-53.2014.5.19.0059;Reflexos
1578;0001269-53.2014.5.19.0059;"Repouso Semanal Remunerado e Feriado"
1579;0001269-53.2014.5.19.0059;"Adicional de Horas Extras"
1580;0001269-53.2014.5.19.0059;"Indenização / Dobra / Terço Constitucional"
1581;0001270-38.2014.5.19.0059;"Indenização por Dano Moral"
1582;0001270-38.2014.5.19.0059;"Multa do Artigo 477 da CLT"
1583;0001270-38.2014.5.19.0059;"Aviso Prévio"
1584;0001270-38.2014.5.19.0059;"Multa de 40% do FGTS"
1585;0001270-38.2014.5.19.0059;"Multa do Artigo 467 da CLT"
1586;0001270-38.2014.5.19.0059;"Décimo Terceiro Salário Proporcional"
1587;0001270-38.2014.5.19.0059;"Férias Proporcionais"
1588;0001270-38.2014.5.19.0059;"Saldo de Salário"
1589;0001270-38.2014.5.19.0059;FGTS
1590;0001270-38.2014.5.19.0059;"Horas Extras"
1591;0001270-38.2014.5.19.0059;"Anotação / Baixa / Retificação"
1592;0001270-38.2014.5.19.0059;Reflexos
1593;0001270-38.2014.5.19.0059;"Repouso Semanal Remunerado e Feriado"
1594;0001270-38.2014.5.19.0059;"Adicional de Horas Extras"
1595;0001270-38.2014.5.19.0059;"Indenização / Dobra / Terço Constitucional"
1596;0001700-93.2014.5.19.0057;"Multa do Artigo 477 da CLT"
1597;0001700-93.2014.5.19.0057;"Adicional de Insalubridade"
1598;0001700-93.2014.5.19.0057;"Aviso Prévio"
1599;0001700-93.2014.5.19.0057;"Multa de 40% do FGTS"
1600;0001700-93.2014.5.19.0057;"Multa do Artigo 467 da CLT"
1601;0001700-93.2014.5.19.0057;"Décimo Terceiro Salário Proporcional"
1602;0001700-93.2014.5.19.0057;"Férias Proporcionais"
1603;0001700-93.2014.5.19.0057;"Anotação / Baixa / Retificação"
1604;0001700-93.2014.5.19.0057;"Depósito / Diferença de Recolhimento"
1605;0001054-86.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1606;0001054-86.2014.5.19.0056;"Aviso Prévio"
1607;0001054-86.2014.5.19.0056;"Multa de 40% do FGTS"
1608;0001054-86.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1609;0001054-86.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1610;0001054-86.2014.5.19.0056;"Férias Proporcionais"
1611;0001054-86.2014.5.19.0056;"Saldo de Salário"
1612;0001054-86.2014.5.19.0056;FGTS
1613;0001054-86.2014.5.19.0056;"Anotação / Baixa / Retificação"
1614;0001054-86.2014.5.19.0056;"Anotação na CTPS"
1615;0001054-86.2014.5.19.0056;"Verbas Rescisórias"
1616;0001052-19.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1617;0001052-19.2014.5.19.0056;"Aviso Prévio"
1618;0001052-19.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1619;0001052-19.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1620;0001052-19.2014.5.19.0056;"Férias Proporcionais"
1621;0001052-19.2014.5.19.0056;"Anotação / Baixa / Retificação"
1622;0001052-19.2014.5.19.0056;"Depósito / Diferença de Recolhimento"
1623;0001053-04.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1624;0001053-04.2014.5.19.0056;Contratuais
1625;0001053-04.2014.5.19.0056;"Aviso Prévio"
1626;0001053-04.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1627;0001053-04.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1628;0001053-04.2014.5.19.0056;"Férias Proporcionais"
1629;0001053-04.2014.5.19.0056;FGTS
1630;0001053-04.2014.5.19.0056;"Anotação / Baixa / Retificação"
1631;0001043-57.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1632;0001043-57.2014.5.19.0056;"Aviso Prévio"
1633;0001043-57.2014.5.19.0056;"Multa de 40% do FGTS"
1634;0001043-57.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1635;0001043-57.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1636;0001043-57.2014.5.19.0056;"Férias Proporcionais"
1637;0001043-57.2014.5.19.0056;"Saldo de Salário"
1638;0001043-57.2014.5.19.0056;"Anotação / Baixa / Retificação"
1639;0001043-57.2014.5.19.0056;"Anotação na CTPS"
1640;0001043-57.2014.5.19.0056;"Verbas Rescisórias"
1641;0001047-94.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1642;0001047-94.2014.5.19.0056;"Aviso Prévio"
1643;0001047-94.2014.5.19.0056;"Multa de 40% do FGTS"
1644;0001047-94.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1645;0001047-94.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1646;0001047-94.2014.5.19.0056;"Férias Proporcionais"
1647;0001047-94.2014.5.19.0056;"Saldo de Salário"
1648;0001047-94.2014.5.19.0056;"Verbas Rescisórias"
1649;0001049-64.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1650;0001049-64.2014.5.19.0056;"Aviso Prévio"
1651;0001049-64.2014.5.19.0056;"Multa de 40% do FGTS"
1652;0001049-64.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1653;0001049-64.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1654;0001049-64.2014.5.19.0056;"Férias Proporcionais"
1655;0001049-64.2014.5.19.0056;"Saldo de Salário"
1656;0001049-64.2014.5.19.0056;FGTS
1657;0001049-64.2014.5.19.0056;"Anotação / Baixa / Retificação"
1658;0001049-64.2014.5.19.0056;"Anotação na CTPS"
1659;0001049-64.2014.5.19.0056;"Verbas Rescisórias"
1660;0001196-78.2014.5.19.0060;"Multa do Artigo 477 da CLT"
1661;0001196-78.2014.5.19.0060;"Adicional de Insalubridade"
1662;0001196-78.2014.5.19.0060;"Aviso Prévio"
1663;0001196-78.2014.5.19.0060;"Multa de 40% do FGTS"
1664;0001196-78.2014.5.19.0060;"Multa do Artigo 467 da CLT"
1665;0001196-78.2014.5.19.0060;"Décimo Terceiro Salário Proporcional"
1666;0001196-78.2014.5.19.0060;"Férias Proporcionais"
1667;0001196-78.2014.5.19.0060;"Verbas Rescisórias"
1668;0001036-65.2014.5.19.0056;"Indenização por Dano Moral"
1669;0001036-65.2014.5.19.0056;"Aviso Prévio"
1670;0001036-65.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1671;0001036-65.2014.5.19.0056;"Férias Proporcionais"
1672;0001036-65.2014.5.19.0056;"Anotação / Baixa / Retificação"
1673;0001036-65.2014.5.19.0056;"Ente Público"
1674;0001036-65.2014.5.19.0056;Indenização
1675;0001036-65.2014.5.19.0056;"Depósito / Diferença de Recolhimento"
1676;0001193-26.2014.5.19.0060;"Multa do Artigo 477 da CLT"
1677;0001193-26.2014.5.19.0060;"Adicional de Insalubridade"
1678;0001193-26.2014.5.19.0060;"Aviso Prévio"
1679;0001193-26.2014.5.19.0060;"Multa de 40% do FGTS"
1680;0001193-26.2014.5.19.0060;"Multa do Artigo 467 da CLT"
1681;0001193-26.2014.5.19.0060;"Décimo Terceiro Salário Proporcional"
1682;0001193-26.2014.5.19.0060;"Férias Proporcionais"
1683;0001193-26.2014.5.19.0060;"Verbas Rescisórias"
1684;0001030-58.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1685;0001030-58.2014.5.19.0056;"Aviso Prévio"
1686;0001030-58.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1687;0001030-58.2014.5.19.0056;"Liberação / Entrega das Guias"
1688;0001030-58.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1689;0001030-58.2014.5.19.0056;"Férias Proporcionais"
1690;0001030-58.2014.5.19.0056;FGTS
1691;0001030-58.2014.5.19.0056;"Honorários na Justiça do Trabalho"
1692;0001032-28.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1693;0001032-28.2014.5.19.0056;Contratuais
1694;0001032-28.2014.5.19.0056;"Aviso Prévio"
1695;0001032-28.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1696;0001032-28.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1697;0001032-28.2014.5.19.0056;"Férias Proporcionais"
1698;0001032-28.2014.5.19.0056;"Depósito / Diferença de Recolhimento"
1699;0001168-92.2014.5.19.0260;"Multa do Artigo 477 da CLT"
1700;0001168-92.2014.5.19.0260;"Aviso Prévio"
1701;0001168-92.2014.5.19.0260;"Multa de 40% do FGTS"
1702;0001168-92.2014.5.19.0260;"Multa do Artigo 467 da CLT"
1703;0001168-92.2014.5.19.0260;"Décimo Terceiro Salário Proporcional"
1704;0001168-92.2014.5.19.0260;"Férias Proporcionais"
1705;0001168-92.2014.5.19.0260;"Verbas Rescisórias"
1706;0001144-64.2014.5.19.0260;"Multa do Artigo 477 da CLT"
1707;0001144-64.2014.5.19.0260;"Aviso Prévio"
1708;0001144-64.2014.5.19.0260;"Multa de 40% do FGTS"
1709;0001144-64.2014.5.19.0260;"Multa do Artigo 467 da CLT"
1710;0001144-64.2014.5.19.0260;"Décimo Terceiro Salário Proporcional"
1711;0001144-64.2014.5.19.0260;"Férias Proporcionais"
1712;0001144-64.2014.5.19.0260;"Verbas Rescisórias"
1713;0001158-66.2014.5.19.0060;"Multa do Artigo 477 da CLT"
1714;0001158-66.2014.5.19.0060;"Aviso Prévio"
1715;0001158-66.2014.5.19.0060;"Multa de 40% do FGTS"
1716;0001158-66.2014.5.19.0060;"Multa do Artigo 467 da CLT"
1717;0001158-66.2014.5.19.0060;"Décimo Terceiro Salário Proporcional"
1718;0001158-66.2014.5.19.0060;"Férias Proporcionais"
1719;0001158-66.2014.5.19.0060;"Verbas Rescisórias"
1720;0001011-52.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1721;0001011-52.2014.5.19.0056;"Aviso Prévio"
1722;0001011-52.2014.5.19.0056;"Multa de 40% do FGTS"
1723;0001011-52.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1724;0001011-52.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1725;0001011-52.2014.5.19.0056;"Férias Proporcionais"
1726;0001011-52.2014.5.19.0056;"Saldo de Salário"
1727;0001011-52.2014.5.19.0056;FGTS
1728;0001011-52.2014.5.19.0056;"Horas Extras"
1729;0001011-52.2014.5.19.0056;"Verbas Rescisórias"
1730;0001011-52.2014.5.19.0056;Reflexos
1731;0000995-98.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1732;0000995-98.2014.5.19.0056;"Férias Proporcionais"
1733;0000995-98.2014.5.19.0056;"Saldo de Salário"
1734;0000995-98.2014.5.19.0056;"Anotação / Baixa / Retificação"
1735;0000995-98.2014.5.19.0056;"Adicional de Horas Extras"
1736;0000965-63.2014.5.19.0056;"Multa de 40% do FGTS"
1737;0000965-63.2014.5.19.0056;"Intervalo Intrajornada"
1738;0000965-63.2014.5.19.0056;"Verbas Rescisórias"
1739;0000965-63.2014.5.19.0056;"Repouso Semanal Remunerado e Feriado"
1740;0000965-63.2014.5.19.0056;"Adicional de Horas Extras"
1741;0000961-26.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1742;0000961-26.2014.5.19.0056;"Aviso Prévio"
1743;0000961-26.2014.5.19.0056;"Multa de 40% do FGTS"
1744;0000961-26.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1745;0000961-26.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1746;0000961-26.2014.5.19.0056;"Férias Proporcionais"
1747;0000961-26.2014.5.19.0056;"Verbas Rescisórias"
1748;0000961-26.2014.5.19.0056;"Depósito / Diferença de Recolhimento"
1749;0000955-19.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1750;0000955-19.2014.5.19.0056;"Aviso Prévio"
1751;0000955-19.2014.5.19.0056;"Multa de 40% do FGTS"
1752;0000955-19.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1753;0000955-19.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1754;0000955-19.2014.5.19.0056;"Férias Proporcionais"
1755;0000955-19.2014.5.19.0056;"Indenização / Dobra / Terço Constitucional"
1756;0000956-04.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1757;0000956-04.2014.5.19.0056;"Aviso Prévio"
1758;0000956-04.2014.5.19.0056;"Multa de 40% do FGTS"
1759;0000956-04.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1760;0000956-04.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1761;0000956-04.2014.5.19.0056;"Férias Proporcionais"
1762;0000956-04.2014.5.19.0056;"Depósito / Diferença de Recolhimento"
1763;0000956-04.2014.5.19.0056;"Indenização / Dobra / Terço Constitucional"
1764;0000958-71.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1765;0000958-71.2014.5.19.0056;"Aviso Prévio"
1766;0000958-71.2014.5.19.0056;"Multa de 40% do FGTS"
1767;0000958-71.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1768;0000958-71.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1769;0000958-71.2014.5.19.0056;"Férias Proporcionais"
1770;0000958-71.2014.5.19.0056;"Horas Extras"
1771;0000958-71.2014.5.19.0056;"Depósito / Diferença de Recolhimento"
1772;0000958-71.2014.5.19.0056;"Indenização / Dobra / Terço Constitucional"
1773;0000941-35.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1774;0000941-35.2014.5.19.0056;"Férias Proporcionais"
1775;0000941-35.2014.5.19.0056;"Saldo de Salário"
1776;0000938-80.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1777;0000938-80.2014.5.19.0056;"Aviso Prévio"
1778;0000938-80.2014.5.19.0056;"Multa de 40% do FGTS"
1779;0000938-80.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1780;0000938-80.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1781;0000938-80.2014.5.19.0056;"Férias Proporcionais"
1782;0000938-80.2014.5.19.0056;"Saldo de Salário"
1783;0000938-80.2014.5.19.0056;"Verbas Rescisórias"
1784;0000938-80.2014.5.19.0056;"Depósito / Diferença de Recolhimento"
1785;0000929-21.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1786;0000929-21.2014.5.19.0056;"Aviso Prévio"
1787;0000929-21.2014.5.19.0056;"Multa de 40% do FGTS"
1788;0000929-21.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1789;0000929-21.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1790;0000929-21.2014.5.19.0056;"Férias Proporcionais"
1791;0000929-21.2014.5.19.0056;"Saldo de Salário"
1792;0000929-21.2014.5.19.0056;FGTS
1793;0000929-21.2014.5.19.0056;"Verbas Rescisórias"
1794;0000929-21.2014.5.19.0056;"Seguro Desemprego"
1795;0000923-14.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1796;0000923-14.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1797;0000923-14.2014.5.19.0056;FGTS
1798;0000923-14.2014.5.19.0056;"Anotação / Baixa / Retificação"
1799;0000923-14.2014.5.19.0056;"Indenização por Rescisão Antecipada de Contrato a Termo"
1800;0000920-59.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1801;0000920-59.2014.5.19.0056;Contratuais
1802;0000920-59.2014.5.19.0056;"Aviso Prévio"
1803;0000920-59.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1804;0000920-59.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1805;0000920-59.2014.5.19.0056;"Férias Proporcionais"
1806;0000920-59.2014.5.19.0056;FGTS
1807;0000920-59.2014.5.19.0056;"Anotação / Baixa / Retificação"
1808;0000921-44.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1809;0000921-44.2014.5.19.0056;"Aviso Prévio"
1810;0000921-44.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1811;0000921-44.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1812;0000921-44.2014.5.19.0056;"Férias Proporcionais"
1813;0000921-44.2014.5.19.0056;FGTS
1814;0000921-44.2014.5.19.0056;"Honorários na Justiça do Trabalho"
1815;0001313-78.2014.5.19.0057;"Multa do Artigo 477 da CLT"
1816;0001313-78.2014.5.19.0057;"Adicional de Insalubridade"
1817;0001313-78.2014.5.19.0057;"Aviso Prévio"
1818;0001313-78.2014.5.19.0057;"Multa de 40% do FGTS"
1819;0001313-78.2014.5.19.0057;"Multa do Artigo 467 da CLT"
1820;0001313-78.2014.5.19.0057;"Décimo Terceiro Salário Proporcional"
1821;0001313-78.2014.5.19.0057;"Férias Proporcionais"
1822;0001313-78.2014.5.19.0057;"Anotação / Baixa / Retificação"
1823;0001313-78.2014.5.19.0057;"Depósito / Diferença de Recolhimento"
1824;0000901-53.2014.5.19.0056;"Aviso Prévio"
1825;0000901-53.2014.5.19.0056;"Anotação / Baixa / Retificação"
1826;0000902-38.2014.5.19.0056;"Aviso Prévio"
1827;0000902-38.2014.5.19.0056;"Anotação / Baixa / Retificação"
1828;0000903-23.2014.5.19.0056;"Aviso Prévio"
1829;0000903-23.2014.5.19.0056;"Horas Extras"
1830;0000903-23.2014.5.19.0056;Adicional
1831;0000880-77.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1832;0000880-77.2014.5.19.0056;"Aviso Prévio"
1833;0000880-77.2014.5.19.0056;"Multa de 40% do FGTS"
1834;0000880-77.2014.5.19.0056;"Multa do Artigo 467 da CLT"
1835;0000880-77.2014.5.19.0056;"Liberação / Entrega das Guias"
1836;0000880-77.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
1837;0000880-77.2014.5.19.0056;"Férias Proporcionais"
1838;0000880-77.2014.5.19.0056;"Saldo de Salário"
1839;0000880-77.2014.5.19.0056;FGTS
1840;0000880-77.2014.5.19.0056;"Verbas Rescisórias"
1841;0000880-77.2014.5.19.0056;Indenização
1842;0000879-92.2014.5.19.0056;"Rescisão Indireta"
1843;0000879-92.2014.5.19.0056;"Multa do Artigo 477 da CLT"
1844;0000879-92.2014.5.19.0056;"Aviso Prévio"
1845;0000879-92.2014.5.19.0056;"Multa de 40% do FGTS"
